"","airline","Date","CurrDate","n_day","wk_day","av_price","select","week","tri_d","tp","pred","med","q25","q75"
"2501","JetBlue Airways","03/19/2019","2018-12-08",101,"Saturday",108.2,1,"14",34,"5",274.656771198138,277.462699794596,185.432299334546,468.812564967415
"2502","JetBlue Airways","03/20/2019","2018-12-08",102,"Saturday",198.2,1,"15",34,"5",282.594495224182,280.898672567252,188.16741390529,501.518748400783
"2503","JetBlue Airways","12/03/2018","2018-12-02",1,"Sunday",316.2,1,"0",0,"1",220.525549512843,222.495440024706,176.981519501004,291.395001482418
"2504","JetBlue Airways","12/04/2018","2018-12-03",1,"Monday",316.2,1,"0",0,"1",197.4710872702,196.890445920198,164.363716515046,250.668887976379
"2505","JetBlue Airways","12/04/2018","2018-12-04",0,"Tuesday",316.2,1,"0",0,"1",203.529741150238,202.565911601732,167.253223426053,264.725956091153
"2506","JetBlue Airways","12/05/2018","2018-12-02",3,"Sunday",218.2,1,"0",1,"1",181.350422208126,182.104638377684,154.668918447014,225.224439786317
"2509","JetBlue Airways","12/06/2018","2018-12-03",3,"Monday",218.2,1,"0",1,"1",186.72158688592,186.646597838148,158.030386027105,233.648020548792
"2510","JetBlue Airways","12/06/2018","2018-12-04",2,"Tuesday",218.2,1,"0",1,"1",190.344511003696,188.911649601143,160.237879552305,239.978367935472
"2511","JetBlue Airways","12/06/2018","2018-12-06",0,"Thursday",278.2,1,"0",0,"1",172.591905070359,173.129650751915,149.941868740274,207.814544667285
"2512","JetBlue Airways","12/07/2018","2018-12-02",5,"Sunday",218.2,1,"1",2,"2",192.602268129483,192.985949271776,162.137630194519,242.61436761064
"2513","JetBlue Airways","12/07/2018","2018-12-03",4,"Monday",218.2,1,"1",1,"2",183.678161167263,183.569595497182,156.684370735216,229.166652898798
"2514","JetBlue Airways","12/07/2018","2018-12-04",3,"Tuesday",218.2,1,"0",1,"1",215.933238262809,215.455293519327,174.763372018971,285.273411514947
"2515","JetBlue Airways","12/07/2018","2018-12-05",2,"Wednesday",208.2,1,"0",1,"1",218.846061754596,218.211560131953,177.858843321107,285.66959740534
"2517","JetBlue Airways","12/08/2018","2018-12-02",6,"Sunday",218.2,1,"1",2,"2",168.056671984766,167.646767592701,146.426834576401,204.343487187202
"2519","JetBlue Airways","12/08/2018","2018-12-04",4,"Tuesday",218.2,1,"1",1,"2",164.436702597906,164.923163279815,144.662495481486,196.932184644607
"2520","JetBlue Airways","12/08/2018","2018-12-05",3,"Wednesday",198.2,1,"0",1,"1",184.243995348514,184.498158389781,156.32985996619,230.838621827383
"2522","JetBlue Airways","12/09/2018","2018-12-02",7,"Sunday",316.4,1,"1",2,"2",190.392315849423,189.518324137258,160.349685578136,238.883364291962
"2523","JetBlue Airways","12/09/2018","2018-12-03",6,"Monday",218.2,1,"1",2,"2",180.630488758152,180.658480351635,154.564847742394,222.715741344561
"2525","JetBlue Airways","12/09/2018","2018-12-05",4,"Wednesday",203.2,1,"1",1,"2",187.529640053433,187.241627812195,158.383294163413,234.310570066248
"2526","JetBlue Airways","12/09/2018","2018-12-06",3,"Thursday",198.2,1,"0",1,"1",189.900601495107,190.22422945521,159.928127779101,238.085505033099
"2527","JetBlue Airways","12/09/2018","2018-12-07",2,"Friday",198.2,1,"0",1,"1",193.919532567257,193.898473608898,162.899756467543,246.213743056432
"2528","JetBlue Airways","12/10/2018","2018-12-02",8,"Sunday",157.66,1,"1",3,"2",161.56158875039,161.262189137486,143.124965655368,191.588017651108
"2529","JetBlue Airways","12/10/2018","2018-12-03",7,"Monday",159.526666666667,1,"1",2,"2",156.438103383159,155.779230926673,139.425464042041,185.722224281614
"2530","JetBlue Airways","12/10/2018","2018-12-04",6,"Tuesday",218.2,1,"1",2,"2",158.88925576459,159.556082798518,140.940077437316,188.696582686885
"2531","JetBlue Airways","12/10/2018","2018-12-05",5,"Wednesday",198.2,1,"1",2,"2",160.00555555366,159.655242351681,141.700182264536,191.396622172579
"2532","JetBlue Airways","12/10/2018","2018-12-06",4,"Thursday",198.2,1,"1",1,"2",147.626679655209,148.074627052732,134.327106359843,169.442543881619
"2533","JetBlue Airways","12/10/2018","2018-12-07",3,"Friday",198.2,1,"0",1,"1",164.357960135504,164.206430871601,144.672404298566,197.22790560677
"2535","JetBlue Airways","12/11/2018","2018-12-02",9,"Sunday",158.2,1,"1",3,"2",150.213784912235,149.963792080288,135.418207783587,173.843250083694
"2536","JetBlue Airways","12/11/2018","2018-12-03",8,"Monday",158.2,1,"1",3,"2",145.416849488624,145.554416945117,132.975877998055,166.272962589861
"2537","JetBlue Airways","12/11/2018","2018-12-04",7,"Tuesday",158.2,1,"1",2,"2",146.905740366378,146.881047031538,134.147903328992,168.223879815127
"2538","JetBlue Airways","12/11/2018","2018-12-05",6,"Wednesday",158.2,1,"1",2,"2",148.382528879722,148.275291238936,135.099654974278,169.242630851301
"2543","JetBlue Airways","12/12/2018","2018-12-03",9,"Monday",158.2,1,"1",3,"2",137.831203825674,137.496628333024,128.387647096424,153.247032832574
"2544","JetBlue Airways","12/12/2018","2018-12-04",8,"Tuesday",158.2,1,"1",3,"2",139.711201845772,139.367636395696,129.502555788294,156.881283795936
"2545","JetBlue Airways","12/12/2018","2018-12-05",7,"Wednesday",158.2,1,"1",2,"2",140.191006017319,140.297829192839,129.944595376336,156.678654817193
"2547","JetBlue Airways","12/12/2018","2018-12-07",5,"Friday",198.2,1,"1",2,"2",135.019647489605,135.10141272242,126.71148372658,149.150386925936
"2548","JetBlue Airways","12/12/2018","2018-12-08",4,"Saturday",198.2,1,"1",1,"2",140.684628797122,140.43218948764,130.301633498286,157.55619877001
"2549","JetBlue Airways","12/13/2018","2018-12-02",11,"Sunday",158.2,1,"2",4,"2",188.316140401425,188.29742401979,159.571644223386,236.335128847887
"2550","JetBlue Airways","12/13/2018","2018-12-03",10,"Monday",158.2,1,"1",3,"2",178.005808755391,178.191373019174,152.762777303793,218.671398357689
"2551","JetBlue Airways","12/13/2018","2018-12-04",9,"Tuesday",158.2,1,"1",3,"2",180.939803036375,180.019514876176,154.585365278803,224.060091428713
"2552","JetBlue Airways","12/13/2018","2018-12-05",8,"Wednesday",148.2,1,"1",3,"2",182.522929447877,182.182730719068,155.781678706409,227.890117430586
"2553","JetBlue Airways","12/13/2018","2018-12-06",7,"Thursday",148.2,1,"1",2,"2",166.692484954056,166.99683321583,145.550996044384,201.786447891011
"2554","JetBlue Airways","12/13/2018","2018-12-07",6,"Friday",148.2,1,"1",2,"2",170.227221271845,170.179517693054,147.682824717083,207.465046449017
"2556","JetBlue Airways","12/14/2018","2018-12-02",12,"Sunday",158.2,1,"2",4,"2",174.306272603236,174.628345029385,149.929605469892,214.868668554172
"2557","JetBlue Airways","12/14/2018","2018-12-03",11,"Monday",158.2,1,"2",4,"2",167.416209491731,167.329954402557,146.446063720135,201.173131284632
"2558","JetBlue Airways","12/14/2018","2018-12-04",10,"Tuesday",168.2,1,"1",3,"2",170.258389132978,170.164368406167,148.266423091967,203.793646255447
"2559","JetBlue Airways","12/14/2018","2018-12-06",8,"Thursday",178.2,1,"1",3,"2",155.962900008596,155.587047679406,139.475890155402,183.189095898553
"2560","JetBlue Airways","12/14/2018","2018-12-07",7,"Friday",148.2,1,"1",2,"2",161.503220480486,161.76054368417,142.37179987108,193.044422814108
"2561","JetBlue Airways","12/14/2018","2018-12-08",6,"Saturday",188.2,1,"1",2,"2",173.8548802866,173.467514108761,150.333841984554,211.908183793761
"2562","JetBlue Airways","12/15/2018","2018-12-02",13,"Sunday",183.7975,1,"2",4,"2",277.14200980788,278.359856674359,214.409185978894,378.610228446465
"2566","JetBlue Airways","12/15/2018","2018-12-06",9,"Thursday",198.2,1,"1",3,"2",228.839894182064,229.385277086343,184.647680363058,302.195982318406
"2567","JetBlue Airways","12/15/2018","2018-12-07",8,"Friday",198.2,1,"1",3,"2",242.114304341176,242.076068103655,190.935896188228,324.66287824157
"2568","JetBlue Airways","12/15/2018","2018-12-08",7,"Saturday",173.2,1,"1",2,"2",273.753511977017,274.773547294102,210.565947846294,374.881194193399
"2569","JetBlue Airways","12/16/2018","2018-12-02",14,"Sunday",173.2,1,"2",5,"2",199.591546084134,199.352474548469,165.185505086192,256.428368645851
"2570","JetBlue Airways","12/16/2018","2018-12-03",13,"Monday",221.2,1,"2",4,"2",189.099610430628,188.491412545796,160.024834986247,237.654970118093
"2571","JetBlue Airways","12/16/2018","2018-12-04",12,"Tuesday",227.45,1,"2",4,"2",193.68093254668,194.061059804438,162.2276321696,247.939585749122
"2572","JetBlue Airways","12/16/2018","2018-12-05",11,"Wednesday",181.533333333333,1,"2",4,"2",194.928762981274,192.950857190261,162.349769444982,247.887079999025
